;id;alias;name;image_url;is_closed;url;review_count;categories;rating;coordinates;transactions;price;location;phone;display_phone;distance
10;J8q2EjxuOk3v19R5xQWAFA;café-blanc-paris-7;Café Blanc;https://s3-media2.fl.yelpcdn.com/bphoto/QxDr6P2g39r70hEzIxAPyQ/o.jpg;False;https://www.yelp.com/biz/caf%C3%A9-blanc-paris-7?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;61;[{'alias': 'french', 'title': 'French'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}];4.5;{'latitude': 48.8627362423863, 'longitude': 2.339585};[];;{'address1': '10 rue Croix des Petits Champs', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['10 rue Croix des Petits Champs', '75001 Paris', 'France']};+33142335585;+33 1 42 33 55 85;206.45553836395862
11;cSw70yMlnM0eeYo2b-WRGA;la-french-guinguette-paris;La French Guinguette;https://s3-media4.fl.yelpcdn.com/bphoto/oAfONH1gOWIx00Zc_Yb7lQ/o.jpg;False;https://www.yelp.com/biz/la-french-guinguette-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;17;[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.8617418954553, 'longitude': 2.35155543990315};[];€€;{'address1': '58 rue Rambuteau', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['58 rue Rambuteau', '75004 Paris', 'France']};;;688.612025933929
12;ijqSzadlZ9SCXvUEpMimcA;angelina-paris;Angelina;https://s3-media1.fl.yelpcdn.com/bphoto/LRnBdOHVdTY_pVGccxu9sg/o.jpg;False;https://www.yelp.com/biz/angelina-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;1550;[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}];4.0;{'latitude': 48.865092, 'longitude': 2.328464};[];€€€;{'address1': '226 rue de Rivoli', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['226 rue de Rivoli', '75001 Paris', 'France']};+33142608200;+33 1 42 60 82 00;1059.8775176567408
13;PHsKPp496sFZm9K9Xz_TlA;sanukiya-paris;Sanukiya;https://s3-media3.fl.yelpcdn.com/bphoto/agVs3MAwhJfs8dJcqShryg/o.jpg;False;https://www.yelp.com/biz/sanukiya-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;386;[{'alias': 'japanese', 'title': 'Japanese'}];4.5;{'latitude': 48.8647, 'longitude': 2.3338199};[];€€;"{'address1': ""9 rue d'Argenteuil"", 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': [""9 rue d'Argenteuil"", '75001 Paris', 'France']}";+33142605261;+33 1 42 60 52 61;687.1289064340056
14;BPqBRgweCDLInSRww9qmYg;le-corner-saint-germain-paris;Le Corner Saint Germain;https://s3-media2.fl.yelpcdn.com/bphoto/Wu5Ms4YtFjg_Xi87TQRcdg/o.jpg;False;https://www.yelp.com/biz/le-corner-saint-germain-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;13;[{'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.85126, 'longitude': 2.34432};[];;{'address1': '92 boulevard Saint-Germain', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75005', 'country': 'FR', 'state': '01', 'display_address': ['92 boulevard Saint-Germain', '75005 Paris', 'France']};+33143543444;+33 1 43 54 34 44;1197.937860767518
15;-umFmobUgpW_05m_ud1vHw;la-cordonnerie-paris-5;La Cordonnerie;https://s3-media2.fl.yelpcdn.com/bphoto/1ZtxstrWQEjIUEJdPQlLjQ/o.jpg;False;https://www.yelp.com/biz/la-cordonnerie-paris-5?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;103;[{'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.86543, 'longitude': 2.33237};[];€€€;{'address1': '20 rue Saint Roch', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['20 rue Saint Roch', '75001 Paris', 'France']};+33142601742;+33 1 42 60 17 42;811.3762476895778
16;u0PQ2A4w14iMWrrk5pWGUA;bistrot-richelieu-paris-2;Bistrot Richelieu;https://s3-media1.fl.yelpcdn.com/bphoto/hXV4NenzawkBxk9ZuXQk6w/o.jpg;False;https://www.yelp.com/biz/bistrot-richelieu-paris-2?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;216;[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}];4.0;{'latitude': 48.866218, 'longitude': 2.337011};[];€€;{'address1': '45 rue de Richelieu', 'address2': None, 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '01', 'display_address': ['45 rue de Richelieu', '75001 Paris', 'France']};+33142601916;+33 1 42 60 19 16;604.5741458549456
17;FFz-WusZrBYZexKqhqzCkg;l-as-du-fallafel-paris;L'As du Fallafel;https://s3-media1.fl.yelpcdn.com/bphoto/rxDnJCfkAtIpRo_4QNmt9Q/o.jpg;False;https://www.yelp.com/biz/l-as-du-fallafel-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;1953;[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'falafel', 'title': 'Falafel'}];4.5;{'latitude': 48.857498, 'longitude': 2.35908};[];€€;{'address1': '34 rue des Rosiers', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['34 rue des Rosiers', '75004 Paris', 'France']};+33148876360;+33 1 48 87 63 60;1334.296841418717
18;PXYLVsHC33f_dQVVCH-PMw;victoires-paris-2;Victoires;https://s3-media2.fl.yelpcdn.com/bphoto/OuuWSKAR9c1oj_7bbDJ-Qw/o.jpg;False;https://www.yelp.com/biz/victoires-paris-2?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;260;[{'alias': 'french', 'title': 'French'}];4.0;{'latitude': 48.865569, 'longitude': 2.340286};[];€€;{'address1': '6 rue la Vrillière', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['6 rue la Vrillière', '75001 Paris', 'France']};+33142614378;+33 1 42 61 43 78;423.92921152509274
19;WHHt_Jb8Tgidn9mW7oDnIg;la-coïncidence-paris-4;La Coïncidence;https://s3-media3.fl.yelpcdn.com/bphoto/JIS7KFrJpPLjxAT-Zpe4Lg/o.jpg;False;https://www.yelp.com/biz/la-co%C3%AFncidence-paris-4?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;509;[{'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.868105, 'longitude': 2.284365};[];€€;{'address1': '15 rue Mesnil', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75116', 'country': 'FR', 'state': '75', 'display_address': ['15 rue Mesnil', '75116 Paris', 'France']};+33147559644;+33 1 47 55 96 44;4281.588159098756
20;e6RHSG0d94yzA3McN-eFxg;gemini-paris-2;Gemini;https://s3-media1.fl.yelpcdn.com/bphoto/qOqdhgVcEI8cpfNyYfbmFA/o.jpg;False;https://www.yelp.com/biz/gemini-paris-2?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;42;[{'alias': 'italian', 'title': 'Italian'}];4.5;{'latitude': 48.8593674647599, 'longitude': 2.34705866389581};[];€€;{'address1': '16 rue des Halles', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['16 rue des Halles', '75001 Paris', 'France']};+33142615920;+33 1 42 61 59 20;460.5143411189723
21;ASbVOR_nTHvwEM9GPTyC0Q;café-de-paris-paris-9;Café de Paris;https://s3-media1.fl.yelpcdn.com/bphoto/K-bUhN-m9VzdtKf49A_TYA/o.jpg;False;https://www.yelp.com/biz/caf%C3%A9-de-paris-paris-9?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;77;[{'alias': 'brasseries', 'title': 'Brasseries'}];4.0;{'latitude': 48.863662, 'longitude': 2.33385};[];€€;"{'address1': ""3 rue de l'Échelle"", 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': [""3 rue de l'Échelle"", '75001 Paris', 'France']}";+33142608426;+33 1 42 60 84 26;635.8604880821752
22;WqXhQg1Nhv4pffAHp-3JyA;ô-chateau-paris-6;Ô Chateau;https://s3-media4.fl.yelpcdn.com/bphoto/6gRT4hqyvyI8i_NPZdcyJA/o.jpg;False;https://www.yelp.com/biz/%C3%B4-chateau-paris-6?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;163;[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.86434, 'longitude': 2.34405};[];€€;{'address1': '68 rue Jean-Jacques Rousseau', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['68 rue Jean-Jacques Rousseau', '75001 Paris', 'France']};+33144739780;+33 1 44 73 97 80;299.1314445739897
23;15tUXLav_KIRjszu8IJJ3w;le-bistrot-des-vosges-paris;Le Bistrot des Vosges;https://s3-media3.fl.yelpcdn.com/bphoto/-IQcQMCy58EY6wMN3iiPZg/o.jpg;False;https://www.yelp.com/biz/le-bistrot-des-vosges-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;75;[{'alias': 'bistros', 'title': 'Bistros'}];4.5;{'latitude': 48.8557424, 'longitude': 2.368231};[];€€;{'address1': '31 bd Beaumarchais', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['31 bd Beaumarchais', '75004 Paris', 'France']};+33142729485;+33 1 42 72 94 85;2029.4970632725788
24;sFdV05m6Pw5Rw6DdrpQlIw;l-escargot-paris-3;L'Escargot;https://s3-media3.fl.yelpcdn.com/bphoto/mvTnZRX0Jn7R2pXsKYtjvA/o.jpg;False;https://www.yelp.com/biz/l-escargot-paris-3?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;286;[{'alias': 'french', 'title': 'French'}];4.0;{'latitude': 48.864206, 'longitude': 2.3467};[];€€€;{'address1': '38 rue Montorgueil', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['38 rue Montorgueil', '75001 Paris', 'France']};+33142368351;+33 1 42 36 83 51;416.3347408028919
25;nB_9kzgII13vfX6LNAdi9g;odette-paris-3;Odette;https://s3-media3.fl.yelpcdn.com/bphoto/YBP576NRZKgVYPrIBpGHjQ/o.jpg;False;https://www.yelp.com/biz/odette-paris-3?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;9;[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}];5.0;{'latitude': 48.86061, 'longitude': 2.34452};[];;{'address1': '25 rue du Pont Neuf', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['25 rue du Pont Neuf', '75001 Paris', 'France']};+33144889278;+33 1 44 88 92 78;220.8294337668615
26;4qTUBV_TXHVZRctoZwr1bg;les-artizans-paris;Les Artizans;https://s3-media1.fl.yelpcdn.com/bphoto/-57nGcpsGfO8fa908kUw4Q/o.jpg;False;https://www.yelp.com/biz/les-artizans-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;28;[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'bistros', 'title': 'Bistros'}];4.5;{'latitude': 48.863763, 'longitude': 2.346643};[];€€;{'address1': '30 rue de Montorgueil', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['30 rue de Montorgueil', '75001 Paris', 'France']};+33140284474;+33 1 40 28 44 74;385.205000315054
27;2JpBWCr2q4934qvRK9WTEw;carpe-diem-café-paris-2;Carpe Diem Café;https://s3-media4.fl.yelpcdn.com/bphoto/X5btIlnmNbPYlykQ_sQeaQ/o.jpg;False;https://www.yelp.com/biz/carpe-diem-caf%C3%A9-paris-2?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;165;[{'alias': 'french', 'title': 'French'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}];4.0;{'latitude': 48.8605269, 'longitude': 2.3459065};[];€€;{'address1': '21 rue des Halles', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['21 rue des Halles', '75001 Paris', 'France']};+33142210201;+33 1 42 21 02 01;317.72141898392687
28;n-XIbgR-Gwb1CqBMyjwj0w;chez-fernand-paris;Chez Fernand;https://s3-media4.fl.yelpcdn.com/bphoto/bM8eBinKBCStRy5ye5oi8w/o.jpg;False;https://www.yelp.com/biz/chez-fernand-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;231;[{'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.85461, 'longitude': 2.33954};[];€€€;{'address1': '9 rue Christine', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['9 rue Christine', '75006 Paris', 'France']};+33143251855;+33 1 43 25 18 55;839.1033071385376
29;Vc-sEV8jnXpHbFeUvP5tLA;le-relais-de-l-entrecôte-paris-4;Le Relais de l'Entrecôte;https://s3-media2.fl.yelpcdn.com/bphoto/VMKPt5fG6PNQn0XnmDvYXQ/o.jpg;False;https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-4?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;513;[{'alias': 'steak', 'title': 'Steakhouses'}];4.0;{'latitude': 48.85469, 'longitude': 2.3329};[];€€€;{'address1': '20 rue Saint Benoît', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['20 rue Saint Benoît', '75006 Paris', 'France']};+33145491600;+33 1 45 49 16 00;1054.0192939334372
30;n601y41nOORUePsM7KsuaA;gambino-paris-2;Gambino;https://s3-media2.fl.yelpcdn.com/bphoto/WS3FxY9FFhmx68ZQY2jWvg/o.jpg;False;https://www.yelp.com/biz/gambino-paris-2?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;243;[{'alias': 'italian', 'title': 'Italian'}];4.5;{'latitude': 48.86736, 'longitude': 2.33298};[];€€;{'address1': '6 rue Gomboust', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['6 rue Gomboust', '75001 Paris', 'France']};+33142601270;+33 1 42 60 12 70;901.5001287226743
31;26YjCdVvyn5jv4sZYd1Lvw;loup-paris;Loup;https://s3-media3.fl.yelpcdn.com/bphoto/0WTZ_fc9Eu5vi3U7Dg3EIg/o.jpg;False;https://www.yelp.com/biz/loup-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;62;[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}];4.0;{'latitude': 48.863959, 'longitude': 2.342631};[];€€€;{'address1': '44 rue du Louvre', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['44 rue du Louvre', '75001 Paris', 'France']};+33142367323;+33 1 42 36 73 23;225.2239356768602
32;SkZWjUwmNgcCJJQvgJT1DQ;la-jacobine-paris;La Jacobine;https://s3-media2.fl.yelpcdn.com/bphoto/z58ZZ6J9ZIs7IWn1_y2WKQ/o.jpg;False;https://www.yelp.com/biz/la-jacobine-paris?adjust_creative=g2OIHf09azO7ceooqv_S_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g2OIHf09azO7ceooqv_S_w;348;[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'french', 'title': 'French'}];4.5;{'latitude': 48.8532345157095, 'longitude': 2.33900494873524};[];€€€;{'address1': '59-61 rue Saint-André des Arts', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['59-61 rue Saint-André des Arts', '75006 Paris', 'France']};+33146341595;+33 1 46 34 15 95;996.9503876116776
