business_id;review_id;text;rating;time_created;user_id;corrected_text;translated_text;label;sentiment_vader;sentiment_tokenizer;preprocessed_text;Topic_Title;sentiment_resultsBert;sentiment_resultsBert_label;cnn_sentiment_label
BuJnfWI86tTxFUon071EKg;ub3PH4ZCSLUFWPKC2KhdBg;". . 
  wouldn't really recommend. My steak and fries were soooo dry. Even though I ordered medium rare it came out more done than rare and super...";3;2023-12-22 12:27:43;aR1ybzRc1sNY5fyLVomL3Q;I wouldn't really recommend. My steak and fries were sooo dry.  Even though I ordered medium rare, it came out more done than usual and super.;". . 
  wouldn't really recommend. My steak and fries were soooo dry. Even though I ordered medium rare it came out more done than rare and super...";1;positive;negative;really recommend steak fry sooo dry though ordered medium rare usual super really_recommend recommend_steak steak_fry fry_sooo sooo_dry dry_though though_ordered ordered_medium medium_rare rare_come come_do do_usual usual_super really_recommend_steak recommend_steak_fry steak_fry_sooo fry_sooo_dry sooo_dry_though dry_though_ordered though_ordered_medium ordered_medium_rare medium_rare_come rare_come_do come_do_usual do_usual_super;French Food;1;neutral;negative
BuJnfWI86tTxFUon071EKg;4hQYh5KbNEl3ZvalsqZaig;Got here at 1130 on a Wednesday.  They don't start serving lunch until 12.  So they let us sit. But then you wait.  I was grateful.  We've had a hell of a...;4;2023-11-29 04:00:12;NMpKbj6L4mwLBpbZuFPw8g;Got here at 1130 on a Wednesday. They don't start serving lunch until 12.30. So they let us sit. But then you wait. I was grateful. 'We've had a hell of a time.;Got here at 1130 on a Wednesday.  They don't start serving lunch until 12.  So they let us sit. But then you wait.  I was grateful.  We've had a hell of a...;2;negative;positive;got 1130 wednesday start serve lunch 1230 let sit wait grateful hell time got_1130 1130_wednesday wednesday_start start_serve serve_lunch lunch_1230 1230_let let_sit sit_wait wait_grateful grateful_hell hell_time got_1130_wednesday 1130_wednesday_start wednesday_start_serve start_serve_lunch serve_lunch_1230 lunch_1230_let 1230_let_sit let_sit_wait sit_wait_grateful wait_grateful_hell grateful_hell_time;French Food;2;positive;positive
ctP4c3mwVO5oOzLI48LtuQ;lXP0qW8tHuJa9C0ZIvzhPQ;"Everything is great. A must visit every time you visit Paris.
Oysters, wonderful wine by the glass, eclectic interior, outstanding professional...";5;2023-10-25 12:19:31;vD4R0DqiZHDvuc23NkKyDw;Everything is great. We must visit every time you visit Paris.  Oysters, wonderful wine by the glass, and eclectic interior, and outstanding professional ...;"Everything is great. A must visit every time you visit Paris.
Oysters, wonderful wine by the glass, eclectic interior, outstanding professional...";2;positive;positive;everything great must visit every time visit oyster wonderful wine glass eclectic interior outstanding professional everything_great great_must must_visit visit_every every_time time_visit visit_oyster oyster_wonderful wonderful_wine wine_glass glass_eclectic eclectic_interior interior_outstanding outstanding_professional everything_great_must great_must_visit must_visit_every visit_every_time every_time_visit time_visit_oyster visit_oyster_wonderful oyster_wonderful_wine wonderful_wine_glass wine_glass_eclectic glass_eclectic_interior eclectic_interior_outstanding interior_outstanding_professional;Restaurant for Dinner;2;positive;positive
ctP4c3mwVO5oOzLI48LtuQ;NQjfj1vMuJTa9214lmTbmA;The Ambiance of this restaurant is quite fitting for a romantic night if you're on a date or it's nice of you want to go to a spot with fellow...;4;2023-11-24 08:41:33;Xa0e2hIO-oOTs8ZfBAuhww;The ambiance of this restaurant is quite fitting for a romantic night if you're on a date or it's nice if you want to go to a spot with fellow people.;The Ambiance of this restaurant is quite fitting for a romantic night if you're on a date or it's nice of you want to go to a spot with fellow...;2;positive;positive;ambiance quite fitting romantic night date nice spot fellow people ambiance_quite quite_fitting fitting_romantic romantic_night night_date date_nice nice_spot spot_fellow fellow_people ambiance_quite_fitting quite_fitting_romantic fitting_romantic_night romantic_night_date night_date_nice date_nice_spot nice_spot_fellow spot_fellow_people;French Food;2;positive;positive
ctP4c3mwVO5oOzLI48LtuQ;N1vyqRaqBpQdSYx0XDHZRw;The Jardin des Tuileries and the Louvre are across the river from each other, perfect for tasting before or after visiting there, it's about a ten minute...;4;2023-11-20 04:34:57;b4nFcFb5SfQ29enp1hON3Q;The Jardin des Tuileries and the Louvre are across the river from each other, perfect for tasting before or after visiting there, it's about ten minutes.;The Jardin des Tuileries and the Louvre are across the river from each other, perfect for tasting before or after visiting there, it's about a ten minute...;2;positive;positive;jardin tuileries louvre across river perfect taste visit ten minute jardin_de de_tuileries tuileries_louvre louvre_across across_river river_perfect perfect_taste taste_visit visit_ten ten_minute jardin_de_tuileries de_tuileries_louvre tuileries_louvre_across louvre_across_river across_river_perfect river_perfect_taste perfect_taste_visit taste_visit_ten visit_ten_minute;French Food;2;positive;positive
DwZsEW-rBrBBLHioGdKoAg;8_YXFAK1B0new6lw3_lJEw;As a couple of American tourists that dont speak French, we really recommend this place. They were very friendly and the food was awesome. We also really...;5;2023-12-03 03:56:06;E92Jona5p0f4G6vkFM12Tg;As a couple of American tourists that don't speak French, we really recommend this place. They were very friendly and the food was awesome.;As a couple of American tourists that dont speak French, we really recommend this place. They were very friendly and the food was awesome. We also really...;2;positive;positive;couple american tourist speak french really recommend place friendly food awesome couple_american american_tourist tourist_speak speak_french french_really really_recommend recommend_place place_friendly friendly_food food_awesome couple_american_tourist american_tourist_speak tourist_speak_french speak_french_really french_really_recommend really_recommend_place recommend_place_friendly place_friendly_food friendly_food_awesome;French Food;2;positive;positive
DwZsEW-rBrBBLHioGdKoAg;vjECru1E4hQ26RI1XAZs9w;Top of my Paris Bucket List and 2nd dinner of the trip. It did not disappoint. It's in the Champ de Mars area near the Eiffel Tower and is the...;5;2023-12-26 22:28:52;1Fdk2kQAJtxIvISC58qZiA;Top of my Paris Bucket List and 2nd dinner of the trip. It did not disappoint. It's in the Champagne de Mars area near the Eiffel Tower and is the .;Top of my Paris Bucket List and 2nd dinner of the trip. It did not disappoint. It's in the Champ de Mars area near the Eiffel Tower and is the...;2;positive;neutral;top bucket list 2nd dinner trip disappoint champagne mar area near eiffel tower top_bucket bucket_list list_2nd 2nd_dinner dinner_trip trip_disappoint disappoint_champagne champagne_mar mar_area area_near near_eiffel eiffel_tower top_bucket_list bucket_list_2nd list_2nd_dinner 2nd_dinner_trip dinner_trip_disappoint trip_disappoint_champagne disappoint_champagne_mar champagne_mar_area mar_area_near area_near_eiffel near_eiffel_tower;Restaurant for Dinner;0;negative;positive
DwZsEW-rBrBBLHioGdKoAg;u5C8c54lBBJHu_j8mDHGwA;The host accommodated us by phone for same day during peak hour and was so nice to do so since they are packed all hours even to the last hour. We are...;5;2023-11-04 12:52:08;I-FmdvI28N7OIIt4JZOgIg;The host accommodated us by phone for the same day during peak hours and was so nice to do so since they are packed all hours, even to the last hour.;The host accommodated us by phone for same day during peak hour and was so nice to do so since they are packed all hours even to the last hour. We are...;2;positive;positive;host accommodate phone day peak hour nice since pack hour last hour host_accommodate accommodate_phone phone_day day_peak peak_hour hour_nice nice_since since_pack pack_hour hour_last last_hour host_accommodate_phone accommodate_phone_day phone_day_peak day_peak_hour peak_hour_nice hour_nice_since nice_since_pack since_pack_hour pack_hour_last hour_last_hour;French Food;2;positive;positive
pztzge22A_c_BfzLHCmaMw;nc_6Ak7kYUg8MQTAZBrnWw;"Absolutely amazing  Please don't go. 
It will be too crowded. Very small. 
Fois. Fois. Fois. And vin.";5;2023-08-09 17:26:22;MX2MgFI7ziCCLSvONz_WBg;Absolutely amazing! Please don't go. It will be too crowded.  Very small.  Fois, p. 93 A second wave of attacks breached the coastal defences, but could only push convert inland by nightfall.;"Absolutely amazing  Please don't go. 
It will be too crowded. Very small. 
Fois. Fois. Fois. And vin.";2;positive;positive;absolutely amazing please crowd small fois p 93 second wave attack breach coastal defence push convert inland nightfall absolutely_amazing amazing_please please_crowd crowd_small small_fois fois_p p_93 93_second second_wave wave_attack attack_breach breach_coastal coastal_defence defence_push push_convert convert_inland inland_nightfall absolutely_amazing_please amazing_please_crowd please_crowd_small crowd_small_fois small_fois_p fois_p_93 p_93_second 93_second_wave second_wave_attack wave_attack_breach attack_breach_coastal breach_coastal_defence coastal_defence_push defence_push_convert push_convert_inland convert_inland_nightfall;French Food;2;positive;positive
pztzge22A_c_BfzLHCmaMw;zhfEYiNL5D-iEGMMjFSbLg;"A very cute but  small bistrodo make reservationsbut beware, you will be charged if you don't keep the reservation.  

Service was lovely, and the wait...";5;2023-06-16 15:18:56;njcfcISQlCHTaoCpYUVDKA;A very cute but small restaurant makes reservations, but beware, you will be charged if you don't keep the reservation. The Service was lovely, and the wait was lovely.;"A very cute but  small bistrodo make reservationsbut beware, you will be charged if you don't keep the reservation.  

Service was lovely, and the wait...";2;positive;positive;cute small reservation beware charge keep reservation service lovely wait lovely cute_small small_make make_reservation reservation_beware beware_charge charge_keep keep_reservation reservation_service service_lovely lovely_wait wait_lovely cute_small_make small_make_reservation make_reservation_beware reservation_beware_charge beware_charge_keep charge_keep_reservation keep_reservation_service reservation_service_lovely service_lovely_wait lovely_wait_lovely;Restaurant with Reservation;2;positive;positive
pztzge22A_c_BfzLHCmaMw;OKJ6nDDvXjMN7eMgvNp82A;Some truly great food off the beaten path. The crme brle was the best I've ever had Excellent French style;5;2023-09-30 12:12:47;mbpst1qGNhg2MYx4caGSlg;Some truly great food off the beaten path.  The cuisine was the best I've ever had.;Some truly great food off the beaten path. The crme brle was the best I've ever had Excellent French style;2;positive;positive;truly great food beaten path cuisine best truly_great great_food food_beaten beaten_path path_cuisine cuisine_best truly_great_food great_food_beaten food_beaten_path beaten_path_cuisine path_cuisine_best;Restaurant for Dinner;2;positive;positive
TWsuxL7J0iACK5KplxZMtA;RkhcACG9fukseBPUWaxbvA;Super cute, familyowned Parisian bistro The owner, Bruno is very nice and attentive. He took our orders and served us.  His wife, Veronique is the chef...;5;2023-12-29 12:45:54;yQAF9DECfBW2vbw6Fd8OKA;Super cute, family owned Parisian bistro. The owner, Mr. Bruno, is very nice and attentive.  He took our orders and served us.  His wife, Verona, is the founder of Haymakers Presents Battlecon, the first battle rap convention.;Super cute, familyowned Parisian bistro The owner, Bruno is very nice and attentive. He took our orders and served us.  His wife, Veronique is the chef...;2;positive;positive;super cute family parisian bistro owner mr bruno nice attentive take order serve wife verona founder haymaker present battlecon first battle rap convention super_cute cute_family family_own own_parisian parisian_bistro bistro_owner owner_mr mr_bruno bruno_nice nice_attentive attentive_take take_order order_serve serve_wife wife_verona verona_founder founder_haymaker haymaker_present present_battlecon battlecon_first first_battle battle_rap rap_convention super_cute_family cute_family_own family_own_parisian own_parisian_bistro parisian_bistro_owner bistro_owner_mr owner_mr_bruno mr_bruno_nice bruno_nice_attentive nice_attentive_take attentive_take_order take_order_serve order_serve_wife serve_wife_verona wife_verona_founder verona_founder_haymaker founder_haymaker_present haymaker_present_battlecon present_battlecon_first battlecon_first_battle first_battle_rap battle_rap_convention;French Food;2;positive;positive
TWsuxL7J0iACK5KplxZMtA;65OPjCQhSPhYzVLLD2LtHg;Came here after a family outting to Notre Dame. Our baby was asleep in the stroller so we wanted to take advantage of some sit down dining close by and this...;4;2023-09-27 05:19:42;pC9FwVfNInWkrABSslPmaw;Came here after a family outing to Notre Dame. Our baby was asleep in the stroller, so we wanted to take advantage of some sit down dining, close by and this is the moment to do so.;Came here after a family outting to Notre Dame. Our baby was asleep in the stroller so we wanted to take advantage of some sit down dining close by and this...;2;positive;negative;family notre dame baby asleep stroller take advantage sit din close moment come_family family_out out_notre notre_dame dame_baby baby_asleep asleep_stroller stroller_want want_take take_advantage advantage_sit sit_din din_close close_moment come_family_out family_out_notre out_notre_dame notre_dame_baby dame_baby_asleep baby_asleep_stroller asleep_stroller_want stroller_want_take want_take_advantage take_advantage_sit advantage_sit_din sit_din_close din_close_moment;French Food;2;positive;neutral
TWsuxL7J0iACK5KplxZMtA;mvG8YqoYlZi3taDt8JgdKg;Food was great and came out quick.  Sauces were very good.  We tried a little bit of everything.  The owner was very nice and patient with our French.  We...;5;2023-12-18 10:57:01;Qpw47wei7IF5PMsiIHQV2A;The food was great and came out quick. The Sauces were very good. We tried a little bit of everything. The owner was very nice and patient with our French.;Food was great and came out quick.  Sauces were very good.  We tried a little bit of everything.  The owner was very nice and patient with our French.  We...;2;positive;positive;food great quick sauce good try little bit everything owner nice patient french food_great great_come come_quick quick_sauce sauce_good good_try try_little little_bit bit_everything everything_owner owner_nice nice_patient patient_french food_great_come great_come_quick come_quick_sauce quick_sauce_good sauce_good_try good_try_little try_little_bit little_bit_everything bit_everything_owner everything_owner_nice owner_nice_patient nice_patient_french;French Food;2;positive;positive
SkZWjUwmNgcCJJQvgJT1DQ;w5qHru-L47-ES7TTQft3cw;"The French onion soup... wow. Me and my boyfriend talk about this place all the time. 

We did wait 30 minutes but so worth it. Such a cute little...";5;2024-01-14 07:13:28;0G4MpsBFRWG7ZCEv4sfVxQ;The French onion soup, wow. Me and my boyfriend talk about this place all the time. We did wait 30 minutes but it was worth it.;"The French onion soup... wow. Me and my boyfriend talk about this place all the time. 

We did wait 30 minutes but so worth it. Such a cute little...";2;positive;positive;french onion soup wow boyfriend talk place time wait 30 minute worth french_onion onion_soup soup_wow wow_boyfriend boyfriend_talk talk_place place_time time_wait wait_30 30_minute minute_worth french_onion_soup onion_soup_wow soup_wow_boyfriend wow_boyfriend_talk boyfriend_talk_place talk_place_time place_time_wait time_wait_30 wait_30_minute 30_minute_worth;French Food;2;positive;positive
SkZWjUwmNgcCJJQvgJT1DQ;kxT-zGG-9x4Qr8T4LVbZDg;I stopped by at 10am and saw them getting ready for service at 12. I went to go grab my chocolate gifts and some starbucksleft the starbies at monoprix,...;5;2023-11-21 08:13:23;FKPUeSBvXP5vde2FSJOGow;I stopped by at 10am and saw them getting ready for service at 12.30. I went grab my chocolate gifts and some Starbucks left the Starbies at monoprix store.;I stopped by at 10am and saw them getting ready for service at 12. I went to go grab my chocolate gifts and some starbucksleft the starbies at monoprix,...;2;positive;positive;stop 10am saw ready service 1230 grab chocolate gift starbucks leave starbies monoprix store stop_10am 10am_saw saw_get get_ready ready_service service_1230 1230_go go_grab grab_chocolate chocolate_gift gift_starbucks starbucks_leave leave_starbies starbies_monoprix monoprix_store stop_10am_saw 10am_saw_get saw_get_ready get_ready_service ready_service_1230 service_1230_go 1230_go_grab go_grab_chocolate grab_chocolate_gift chocolate_gift_starbucks gift_starbucks_leave starbucks_leave_starbies leave_starbies_monoprix starbies_monoprix_store;Recommended about Food & Service;2;positive;positive
SkZWjUwmNgcCJJQvgJT1DQ;AiY3HxG_aooLoXDNkr-VeA;Absolutely fantastic service by a brand new employee who handled the small space with grace, humor and delight. Overall Paris dining during the week was...;5;2023-11-18 03:14:13;L1WT_FUnUenp8lgdmfoU0A;Absolutely fantastic service by a brand new employee who handled the small space with grace, humor and delight.;Absolutely fantastic service by a brand new employee who handled the small space with grace, humor and delight. Overall Paris dining during the week was...;2;positive;positive;absolutely fantastic service brand new employee handle small space grace humor delight absolutely_fantastic fantastic_service service_brand brand_new new_employee employee_handle handle_small small_space space_grace grace_humor humor_delight absolutely_fantastic_service fantastic_service_brand service_brand_new brand_new_employee new_employee_handle employee_handle_small handle_small_space small_space_grace space_grace_humor grace_humor_delight;Recommended about Food & Service;2;positive;positive
cSw70yMlnM0eeYo2b-WRGA;7PdebIxh9qp4oKYE4aWGdA;Service was excellent, drinks were okay, and the food was barely mid. Ambiance was cute, typical inside and outside seating in Paris. The French onion soup...;2;2023-08-21 07:56:11;027UxK4FQCRXalz-HoKWow;Service was excellent, the drinks were okay, and food was barely mid. The longhouse was a defensive unit in the past, when headhunting was prevalent.;Service was excellent, drinks were okay, and the food was barely mid. Ambiance was cute, typical inside and outside seating in Paris. The French onion soup...;0;positive;positive;service excellent drink okay food barely mid longhouse defensive unit past headhunting prevalent service_excellent excellent_drink drink_okay okay_food food_barely barely_mid mid_longhouse longhouse_defensive defensive_unit unit_past past_headhunting headhunting_prevalent service_excellent_drink excellent_drink_okay drink_okay_food okay_food_barely food_barely_mid barely_mid_longhouse mid_longhouse_defensive longhouse_defensive_unit defensive_unit_past unit_past_headhunting past_headhunting_prevalent;Recommended about Food & Service;2;positive;neutral
cSw70yMlnM0eeYo2b-WRGA;SN5WvrUZPuhyp3x80PPszQ;This was another one of those random spots we stopped to try a quick espresso and some light food Our plan in Paris pretty much was walk the beautiful city...;5;2023-01-12 13:27:05;cjR7yNE8WydyzRf_rXYqJA;This was another one of those random spots we stopped to try a quick espresso and some light food. Our plan in Paris pretty much was to walk the beautiful city.;This was another one of those random spots we stopped to try a quick espresso and some light food Our plan in Paris pretty much was walk the beautiful city...;2;positive;positive;another random spot stop try quick espresso light food plan pretty much walk beautiful city another_random random_spot spot_stop stop_try try_quick quick_espresso espresso_light light_food food_plan plan_pretty pretty_much much_walk walk_beautiful beautiful_city another_random_spot random_spot_stop spot_stop_try stop_try_quick try_quick_espresso quick_espresso_light espresso_light_food light_food_plan food_plan_pretty plan_pretty_much pretty_much_walk much_walk_beautiful walk_beautiful_city;French Food;2;positive;positive
cSw70yMlnM0eeYo2b-WRGA;zSy_bEVGcJE5V2hDvjg7cg;Everyone raved about the bourguignon stew I didn't live it. The prices were fair and the service was great. There aren't a lot of places to sit, esp if you...;3;2023-02-20 06:19:02;wm1gIva7z4vmJ0uSyethjw;Everyone raved about the bourguignon stew, but I didn't live it. The prices were fair, and the service was great.;Everyone raved about the bourguignon stew I didn't live it. The prices were fair and the service was great. There aren't a lot of places to sit, esp if you...;1;positive;positive;everyone rave bourguignon stew live price fair service great everyone_rave rave_bourguignon bourguignon_stew stew_live live_price price_fair fair_service service_great everyone_rave_bourguignon rave_bourguignon_stew bourguignon_stew_live stew_live_price live_price_fair price_fair_service fair_service_great;Recommended about Food & Service;2;positive;positive
