business_id;review_id;text;rating;time_created;user_id;corrected_text
BuJnfWI86tTxFUon071EKg;ub3PH4ZCSLUFWPKC2KhdBg;". . 
  wouldn't really recommend. My steak and fries were soooo dry. Even though I ordered medium rare it came out more done than rare and super...";3;2023-12-22 12:27:43;aR1ybzRc1sNY5fyLVomL3Q;I wouldn't really recommend. My steak and fries were sooo dry.  Even though I ordered medium rare, it came out more done than usual and super.
BuJnfWI86tTxFUon071EKg;4hQYh5KbNEl3ZvalsqZaig;Got here at 1130 on a Wednesday.  They don't start serving lunch until 12.  So they let us sit. But then you wait.  I was grateful.  We've had a hell of a...;4;2023-11-29 04:00:12;NMpKbj6L4mwLBpbZuFPw8g;Got here at 1130 on a Wednesday. They don't start serving lunch until 12.30. So they let us sit. But then you wait. I was grateful. 'We've had a hell of a time.
ctP4c3mwVO5oOzLI48LtuQ;lXP0qW8tHuJa9C0ZIvzhPQ;"Everything is great. A must visit every time you visit Paris.
Oysters, wonderful wine by the glass, eclectic interior, outstanding professional...";5;2023-10-25 12:19:31;vD4R0DqiZHDvuc23NkKyDw;Everything is great. We must visit every time you visit Paris.  Oysters, wonderful wine by the glass, and eclectic interior, and outstanding professional ...
ctP4c3mwVO5oOzLI48LtuQ;NQjfj1vMuJTa9214lmTbmA;The Ambiance of this restaurant is quite fitting for a romantic night if you're on a date or it's nice of you want to go to a spot with fellow...;4;2023-11-24 08:41:33;Xa0e2hIO-oOTs8ZfBAuhww;The ambiance of this restaurant is quite fitting for a romantic night if you're on a date or it's nice if you want to go to a spot with fellow people.
ctP4c3mwVO5oOzLI48LtuQ;N1vyqRaqBpQdSYx0XDHZRw;The Jardin des Tuileries and the Louvre are across the river from each other, perfect for tasting before or after visiting there, it's about a ten minute...;4;2023-11-20 04:34:57;b4nFcFb5SfQ29enp1hON3Q;The Jardin des Tuileries and the Louvre are across the river from each other, perfect for tasting before or after visiting there, it's about ten minutes.
DwZsEW-rBrBBLHioGdKoAg;8_YXFAK1B0new6lw3_lJEw;As a couple of American tourists that dont speak French, we really recommend this place. They were very friendly and the food was awesome. We also really...;5;2023-12-03 03:56:06;E92Jona5p0f4G6vkFM12Tg;As a couple of American tourists that don't speak French, we really recommend this place. They were very friendly and the food was awesome.
DwZsEW-rBrBBLHioGdKoAg;vjECru1E4hQ26RI1XAZs9w;Top of my Paris Bucket List and 2nd dinner of the trip. It did not disappoint. It's in the Champ de Mars area near the Eiffel Tower and is the...;5;2023-12-26 22:28:52;1Fdk2kQAJtxIvISC58qZiA;Top of my Paris Bucket List and 2nd dinner of the trip. It did not disappoint. It's in the Champagne de Mars area near the Eiffel Tower and is the .
DwZsEW-rBrBBLHioGdKoAg;u5C8c54lBBJHu_j8mDHGwA;The host accommodated us by phone for same day during peak hour and was so nice to do so since they are packed all hours even to the last hour. We are...;5;2023-11-04 12:52:08;I-FmdvI28N7OIIt4JZOgIg;The host accommodated us by phone for the same day during peak hours and was so nice to do so since they are packed all hours, even to the last hour.
pztzge22A_c_BfzLHCmaMw;nc_6Ak7kYUg8MQTAZBrnWw;"Absolutely amazing  Please don't go. 
It will be too crowded. Very small. 
Fois. Fois. Fois. And vin.";5;2023-08-09 17:26:22;MX2MgFI7ziCCLSvONz_WBg;Absolutely amazing! Please don't go. It will be too crowded.  Very small.  Fois, p. 93 A second wave of attacks breached the coastal defences, but could only push convert inland by nightfall.
pztzge22A_c_BfzLHCmaMw;zhfEYiNL5D-iEGMMjFSbLg;"A very cute but  small bistrodo make reservationsbut beware, you will be charged if you don't keep the reservation.  

Service was lovely, and the wait...";5;2023-06-16 15:18:56;njcfcISQlCHTaoCpYUVDKA;A very cute but small restaurant makes reservations, but beware, you will be charged if you don't keep the reservation. The Service was lovely, and the wait was lovely.
pztzge22A_c_BfzLHCmaMw;OKJ6nDDvXjMN7eMgvNp82A;Some truly great food off the beaten path. The crme brle was the best I've ever had Excellent French style;5;2023-09-30 12:12:47;mbpst1qGNhg2MYx4caGSlg;Some truly great food off the beaten path.  The cuisine was the best I've ever had.
TWsuxL7J0iACK5KplxZMtA;RkhcACG9fukseBPUWaxbvA;Super cute, familyowned Parisian bistro The owner, Bruno is very nice and attentive. He took our orders and served us.  His wife, Veronique is the chef...;5;2023-12-29 12:45:54;yQAF9DECfBW2vbw6Fd8OKA;Super cute, family owned Parisian bistro. The owner, Mr. Bruno, is very nice and attentive.  He took our orders and served us.  His wife, Verona, is the founder of Haymakers Presents Battlecon, the first battle rap convention.
TWsuxL7J0iACK5KplxZMtA;65OPjCQhSPhYzVLLD2LtHg;Came here after a family outting to Notre Dame. Our baby was asleep in the stroller so we wanted to take advantage of some sit down dining close by and this...;4;2023-09-27 05:19:42;pC9FwVfNInWkrABSslPmaw;Came here after a family outing to Notre Dame. Our baby was asleep in the stroller, so we wanted to take advantage of some sit down dining, close by and this is the moment to do so.
TWsuxL7J0iACK5KplxZMtA;mvG8YqoYlZi3taDt8JgdKg;Food was great and came out quick.  Sauces were very good.  We tried a little bit of everything.  The owner was very nice and patient with our French.  We...;5;2023-12-18 10:57:01;Qpw47wei7IF5PMsiIHQV2A;The food was great and came out quick. The Sauces were very good. We tried a little bit of everything. The owner was very nice and patient with our French.
SkZWjUwmNgcCJJQvgJT1DQ;w5qHru-L47-ES7TTQft3cw;"The French onion soup... wow. Me and my boyfriend talk about this place all the time. 

We did wait 30 minutes but so worth it. Such a cute little...";5;2024-01-14 07:13:28;0G4MpsBFRWG7ZCEv4sfVxQ;The French onion soup, wow. Me and my boyfriend talk about this place all the time. We did wait 30 minutes but it was worth it.
SkZWjUwmNgcCJJQvgJT1DQ;kxT-zGG-9x4Qr8T4LVbZDg;I stopped by at 10am and saw them getting ready for service at 12. I went to go grab my chocolate gifts and some starbucksleft the starbies at monoprix,...;5;2023-11-21 08:13:23;FKPUeSBvXP5vde2FSJOGow;I stopped by at 10am and saw them getting ready for service at 12.30. I went grab my chocolate gifts and some Starbucks left the Starbies at monoprix store.
SkZWjUwmNgcCJJQvgJT1DQ;AiY3HxG_aooLoXDNkr-VeA;Absolutely fantastic service by a brand new employee who handled the small space with grace, humor and delight. Overall Paris dining during the week was...;5;2023-11-18 03:14:13;L1WT_FUnUenp8lgdmfoU0A;Absolutely fantastic service by a brand new employee who handled the small space with grace, humor and delight.
cSw70yMlnM0eeYo2b-WRGA;7PdebIxh9qp4oKYE4aWGdA;Service was excellent, drinks were okay, and the food was barely mid. Ambiance was cute, typical inside and outside seating in Paris. The French onion soup...;2;2023-08-21 07:56:11;027UxK4FQCRXalz-HoKWow;Service was excellent, the drinks were okay, and food was barely mid. The longhouse was a defensive unit in the past, when headhunting was prevalent.
cSw70yMlnM0eeYo2b-WRGA;SN5WvrUZPuhyp3x80PPszQ;This was another one of those random spots we stopped to try a quick espresso and some light food Our plan in Paris pretty much was walk the beautiful city...;5;2023-01-12 13:27:05;cjR7yNE8WydyzRf_rXYqJA;This was another one of those random spots we stopped to try a quick espresso and some light food. Our plan in Paris pretty much was to walk the beautiful city.
cSw70yMlnM0eeYo2b-WRGA;zSy_bEVGcJE5V2hDvjg7cg;Everyone raved about the bourguignon stew I didn't live it. The prices were fair and the service was great. There aren't a lot of places to sit, esp if you...;3;2023-02-20 06:19:02;wm1gIva7z4vmJ0uSyethjw;Everyone raved about the bourguignon stew, but I didn't live it. The prices were fair, and the service was great.
zSZ5-zMnusVLLEPOaJasSQ;FnHn7I0T317ZiNVhYN5tsQ;It's been a while since I have visited this place, but I felt the need to submit my review. I saw Au Petit Village on yelp before my stay in Paris with my...;5;2019-08-12 07:08:10;GX4WT5oxhA0SjVVHGyGf5g;It's been a while since I have visited this place, but I felt the need to submit my review.  I saw Au Petit Village on Yelp before my stay in Paris with my family.
zSZ5-zMnusVLLEPOaJasSQ;OfasF1MNlcvQ-s65rBGJ8w;This is a small neighborhood cafe. For that,  its excellent.  The cous cous was good, brought out in pots and you serve yourself.  The service also good....;4;2018-07-26 01:53:42;5SYD87gd4-7f4YHs1UZaYA;This is a small neighborhood cafe. For that, it's excellent. The couple then spent the night in Colt's hotel and slept together, but Jess was upset because Colt had yet to share with Debbie that they were dating.
zSZ5-zMnusVLLEPOaJasSQ;smQBQLQB9oYO6fa0ZCM37w;Everything written is spot on. Love this place. Had the beef filet. Delicious Also snails. Yum House wine is perfect.;5;2019-01-17 11:25:59;XMcUR-RD9aOGr1K2G1At8w;Everything written is spot on. I love this place.  Had the been the Pats back in the day you wouldn’t have even considered demoting them.
WHHt_Jb8Tgidn9mW7oDnIg;WMRKQUUR3BmjV_EZg7zVfw;"this is for a review from 2019, this place is perfect. would recommend 100. prices are great, food is astounding.

and i never leave reviews.";5;2021-04-16 13:44:24;MUr0gTj7hQhG1DHux2hqZA;This is for a review from 2019, but this place is perfect. I would recommend 100,000. The prices are great, the food is astounding, and I never leave reviews.
WHHt_Jb8Tgidn9mW7oDnIg;P2WEJlhrMCqdUbDEY5vLmQ;It closed three years ago.  We walked all over looking for it only to be told it closed.   Another reason I didn't like Paris.  The people in the spot told...;1;2023-06-27 21:23:05;9cPSIY7fvmVdcqcet1tixg;It closed three years ago. We walked all over looking for it, only to be told it closed. Another reason I didn't like Paris was that the people in the spot told me it's closed.
WHHt_Jb8Tgidn9mW7oDnIg;5vj46mglCUT8_jVFgO8L7g;Doesn't exist at the address listed I double and triple checked with Google maps and Apple Maps, as well as yelp.  It's just not there.;1;2022-07-22 12:23:01;NguGOkT5QDUwk_qkBQ0j_Q;Doesn't exist at the address listed? I double checked with Google Maps and Apple Maps, as well as Yelp.org. It's just not there.
ijqSzadlZ9SCXvUEpMimcA;8_sEVa437MxZZNmyzpdsZQ;"Such a classy place  Been around for 120 years, and there's a good reason for that .
The hot chocolate is the signature and indeed is amazing  thick and...";5;2024-01-01 10:44:44;Ck43vuJu1c399KZonEvLjQ;Such a classy place has been around for 120 years, and there's a good reason for that. The hot chocolate is the signature, and indeed is amazing, thick and delicious.
ijqSzadlZ9SCXvUEpMimcA;lBDf2KXJtrFLWq0LQ9gxCA;"As im standing outside in this cold weather im kinda frustrated because i woke up to have a taste of this amazing restaurant for breakfast.
But as im here...";1;2023-12-27 22:51:52;xnMexMFn8WBsx2B2LLjyXg;As I am standing outside in this cold weather, I am kinda frustrated because I woke up to have a taste of this amazing restaurant for breakfast. But, as I am here, and I am frustrated, because I wake up to having a taste, of this wonderful restaurant, for breakfast!
ijqSzadlZ9SCXvUEpMimcA;Zg5wqx711w2NBioYUEpxtA;When my husband and I did our European vacation this past September, Paris was our last stop. My only request was 3 thing. to see the Eiffel Tower, Visit...;5;2023-12-12 05:48:14;ExlkSVQte6zvPyve95zPXw;When my husband and I did our European vacation this past September, the Paris was our last stop. My only request was to see the Eiffel Tower, to visit it.
ASbVOR_nTHvwEM9GPTyC0Q;GahZTcixvtgtGU4ifd123A;Delicious food and excellent service They had an English menu available, and the server spoke English, at least well enough to make our visit enjoyable and...;5;2023-11-05 13:03:55;3bz-3dBGWIXpGGxk4zIZzg;Delicious food and excellent service They had an English menu available, and the server spoke English, at least well enough to make our visit enjoyable and enjoyable.
ASbVOR_nTHvwEM9GPTyC0Q;dWX6Y35nq60aaYXKuYMmeg;We came here based on high yelp ratings. The food was decent, good price. The waiter was kind. It was a good place. Great Not quite. It was close to our...;3;2023-11-07 08:54:01;4AbbBhXt72QHrJ5uFXfF7w;We came here based on high help ratings. The food was decent, a good price, and the waiter was kind. It was a good place to stay, not quite.
ASbVOR_nTHvwEM9GPTyC0Q;uuippF2xpSqVRr2qMeUokg;This is defintely a tourist trap. Literally a handful of steps away from the Louvre. Our apratment was less than a block from here.  The food has no flavor...;3;2023-11-29 10:58:18;-Z72bXpkXGXJTIe3dFIvvw;This is definitely a tourist trap. I literally a handful of steps away from the Louvre. Our apartment was less than a block from where I had parked.
J8q2EjxuOk3v19R5xQWAFA;duPscZJYxXYoAOreWi5Bgw;"Great little place showing the true side of cafe life in Paris. 
Food was very good. We did the Sunday brunch. And it was amazing.";5;2023-12-27 04:01:26;QkBzvoe731azybn-wWidRA;Great little place showing the true side of cafe life in Paris. The food was very good. We did the Sunday brunch. And it was amazing!
J8q2EjxuOk3v19R5xQWAFA;JYxIlKUVLjcGJrpkY5T1Xw;We loved our time at Caf Blanc they have continuous service so we were able to eat around 1800 when we got to Paris. The service was wonderful and the...;5;2023-11-22 10:07:46;DpaDX7riOyHJm9baXSBfQw;We loved our time at Caf Blanc, they have continuous service so we were able to eat around 1800 when we got to Paris. The service was wonderful and the ...
J8q2EjxuOk3v19R5xQWAFA;b1UeM2MZOKHjjewiYqgPmw;"Great place for late night eats. Kitchen closes around midnight but drinks are served until 2am. 

The escargot here was the first and only we experienced...";4;2023-06-28 04:21:36;YqZniLami3yOXF3CSVxaFQ;Great place for late night eats. The kitchen closes around midnight, but drinks are served until 7am. The escarpot there was the first, and only, we experienced.
BPqBRgweCDLInSRww9qmYg;Ph9VXcS7DV_h0NgGPiuWSA;"This was a very special restaurant. The service was superior, the cocktails were unique and delicious, wine was delicious, and the food was amazing.

We...";5;2023-08-19 21:35:36;2rTwBymJstDuTf9UNho9Zw;This was a very special restaurant. The service was superior, the cocktails were unique and delicious, the wine was delicious, and the food was amazing.
BPqBRgweCDLInSRww9qmYg;UP12SvmzdWYrpuX5s9Ordg;What a lovely experience at Le Corner Saint Germain. The service and food were outstanding I made a reservation online a few weeks ago and don't think I...;5;2023-12-12 02:45:45;Yc9Ggevc7lVv_p6CQ-a0cQ;What a lovely experience at Le Corner, Saint Germain. The service and food were outstanding. . I made a reservation online a few weeks ago and don't think I am a chart-topper!
BPqBRgweCDLInSRww9qmYg;jpRgU2IcDs8Qa1Ev8C_r9Q;"We found this little gem of a restaurant while wandering around SaintGermaine one evening.

We were looking for something rather light, and thought their...";5;2023-06-06 09:37:52;VTpTPA9arK7HELfksHqnlg;We found this little gem of a restaurant while wandering around Saint Germaine one evening. We were looking for something rather light, and thought their...
u0PQ2A4w14iMWrrk5pWGUA;dPvuKr_Qm12X3cIblSVL_w;I was in search of a good Beef Bourguignon and snails. I pretty much nailed it. The food was delicious, and the service was friendly and onpoint. I sat...;5;2023-09-11 15:23:09;1QoZCodxg3gjVxWviFFIgA;I was in search of a good Beef Bourguignon and snails. I pretty much nailed it. The food was delicious, and the service was friendly and on point.
u0PQ2A4w14iMWrrk5pWGUA;j7UIOeMdrlJ76jjlwpxa5g;"RACIST and unrespectful.

I ordered a 3 course diner  wine  coffee that costed 65 euro. Note this is not a cheap expense.

While I have a show to watch...";1;2023-11-07 10:49:00;cuc7MgP1lEM6LgMbX5KzHw;I ordered a 3 course diner wine coffee that cost 65 euro.  Note this is not a cheap expense.
u0PQ2A4w14iMWrrk5pWGUA;rb9gDyC4uCT_GPmCN6Hxqg;My friend and I stopped by for lunch on Friday afternoon at 1 pm and the restaurant was about half full. I had a reservation, but don't think I needed...;4;2023-09-26 11:46:21;epPsJevS8chv-tvxYDCSew;My friend and I stopped by for lunch on Friday afternoon at 1 p.m. and the restaurant was about half full. I had a reservation, but don't think I needed it.
wLgAxIB7111BcWLWh7KpFw;_0a0R5Cl5ppXwgAy5KTxUQ;Very enjoyable restaurant with lively atmosphere. Pretty much all the food we tried was very well seasoned and cooked. I will venture to say anything you...;5;2023-11-08 12:27:52;EUd0jXy3LKDD7WNoNE_TXg;Very enjoyable restaurant with lively atmosphere. A very much all the food we tried was very well seasoned and cooked.
wLgAxIB7111BcWLWh7KpFw;GTDVRDtJgM8MV3pMeoCDcw;A local brought us here so you know it is legit.  We came for lunch and ordered the set menu which includes an appetizer, entree and dessert.  Both the food...;5;2023-05-05 09:21:24;GX4qWExDVbrqzQlSs-pjCQ;A local brought us here so you know it is legit. We came for lunch and ordered the set menu, which includes an appetizer and entree, and dessert.  Both the food and drink.
wLgAxIB7111BcWLWh7KpFw;I4iSC8Mwu6JpWTOsumEW0g;Food was so amazing I loved the mango cheesecake It was my first experience of cheesecake in Paris. Soo fluffy and soft Servers were very friendly....;5;2023-03-27 18:08:47;IMFAEAyH4xMWRqOKyP5LiQ;Food was so amazing I loved the mango cheesecake. It was my first experience of cheesecake in Paris. So, fluffy, and soft servers were very friendly.
-umFmobUgpW_05m_ud1vHw;m9cPwOefSp0zkgxLQ2Xy5A;What a hidden gem. I loved how cozy and welcoming this restaurant was, especially due to the charming server and chef We got sat right in front of the...;5;2023-12-25 17:49:20;W5z9irriL0m_I4Pf7FyCng;What a hidden gem. I loved how cozy and welcoming this restaurant was, especially due to the charming server and chef. We got sat right in front of the arc.
-umFmobUgpW_05m_ud1vHw;-NbHIBBIQk0gV0YuNXokcw;1210 service  both the waiter and cook are so friendly and nice, taking care to explain the menu, recommend wine, make jokes, everything and more that you...;5;2023-11-15 16:43:31;WFf2W2tH5HQM3E2iMMho1g;1010 service Both the waiter and cook are so friendly and nice, and taking care to explain the menu, to recommend wine, to make jokes, and everything and more that you...
-umFmobUgpW_05m_ud1vHw;TbOscQAicniBA1zwveDJQQ;"First thanks for reading my paris adventure and vote for my review if you find this helpful. 
.
I love my airbnb so much because the area I was in had all...";4;2023-09-26 03:37:23;UJ5L7mncCdAb0M5CAvpCPw;First thanks for reading my Paris adventure and vote for my review if you find this helpful. I love my Airbnb so much because the area I was in had everything.
e6RHSG0d94yzA3McN-eFxg;kd5pbM-87b8SB0NCPuUvlg;Welcome Switch fans, to the long awaited next installment in the Reggie Reviews series. Today I am reviewing The Gemini Restaurant in Paris, France The...;5;2023-03-20 10:13:45;gnvJn_CHgQgWRCoT1eORkQ;Welcome Switch fans, thanks to the long awaited next installment in the Reggie Reviews series.  Today I am reviewing the Gemini Restaurant in Paris, France.
e6RHSG0d94yzA3McN-eFxg;HI2LSUxRZ7CUnkxrEFJ0TQ;The best meal by far that we had in France. Yes sad since it was not French food. The Bianca pizza was delicious I would highly recommend. This place will...;5;2022-05-18 10:53:55;7ZXtnIZsR2iOzoI6l9yG2w;The best meal by far that we had in France. 'Yes, said since it was not French food. The Bianca pizza was delicious, I would highly recommend.
e6RHSG0d94yzA3McN-eFxg;wNCnYnOsQhRNt0QBIMeXBA;Could not find it with directions provided. Does it still exist We were staying close to where it should have been.;1;2023-10-01 13:38:18;Ave6QKhnZlZMPIi3P6Nu1w;Could not find it with directions provided.  Does it still exist? We were staying close to where it should have been.
PHsKPp496sFZm9K9Xz_TlA;iXgg30C6A9nCOoANPqTX8A;"Lives up to the hype of being a Michelin starred udon restaurant

My bf ordered the Tonjiru sliced pork belly udon and I got the Bukkake Tempura udon....";5;2023-12-25 01:54:07;uQH7Dq_spE-J9u1mInZ8mQ;Lives up to the hype of being a Michelin starred burger restaurant. My dad ordered the laundry, slept in the chair next to his hospital bed for two months, and I never had any boyfriends or anything.
PHsKPp496sFZm9K9Xz_TlA;wU62detHGXFF3glT8XpCWg;"Awesome Japanese place close to the Louvre. We had a couple of glasses of Kirin and some sake that were awesome. In terms food we had
1. Pork cutlet
2....";5;2023-09-10 14:50:51;NBULmr8fx9A-vOPkuGSakw;We had a couple of glasses of Kirin and some sake that were awesome. In terms of food, we had 1.5 million pork cutlet, 2.0% dairy.
PHsKPp496sFZm9K9Xz_TlA;0QdDpg5Ma_nhWg-MDvR8bw;"Perfect way to get your noodle fix for all the tourists that want to take a break from the local cuisine. A bit of a wait but well worth it 

Tired of...";5;2023-05-24 08:53:56;mxufNEcZIYndtjPHVtCh5w;Perfect way to get your noodles fix for all the tourists that want to take a break from the local cuisine. A bit of a wait, but well worth it. Tired of...
lTGYl3EcDKgXUhKpd7qQsw;ZhSDm3hwgEKljDfQHYboXA;Magnifique  Loved the ambiance, great service, but the food was absolutely AMAZING  I had the beef and carrot stew, and it was EXQUISITE  My wife had the...;5;2023-01-20 09:32:33;3_m25LCRVRwPrkA1-FYJmQ;Magnifique loved the ambiance, great service, but the food was absolutely AMAZING. I had the beef and carrot stew and it was EXQUISITE. My wife had the laundry.
lTGYl3EcDKgXUhKpd7qQsw;L0YbpomUVmsmZDasgntUag;I was served a singularly mediocre Croque Madame. I've had far better home in the US.;2;2024-01-09 08:35:21;cmjhtZOE5Ni5bwZKH3skFQ;I was served a singularly mediocre Croque Madame. I've had a far better home in the US.
lTGYl3EcDKgXUhKpd7qQsw;qNYgVypEwGpebqQmiC8vIQ;I had French onion soup which was quite salty The location is the only plus here actually.;3;2023-03-18 15:45:32;iM65_UObxBvexo50FiSYhg;I had French onion soup which was quite salty. The location is the only plus here actually.
70xArgLO0k56YAytyBIHyg;xVEXkr7sn0aTgIiOk-6Z5A;Amazing food. Great services. The pancakes are savory and the eggs are delicious. Expect to wait outside sometimes as space inside is limited;5;2024-01-04 22:48:19;feHL3PqiEC2YNXeLqSLtfg;Amazing food. Great service. The pancakes are savory and the eggs are delicious.  Expect to wait outside, sometimes as space is limited.
70xArgLO0k56YAytyBIHyg;K5mpwOS_3t--1kG-sZkfgw;"We were looking for a breakfast place near our hotel and Yelp led us to Baguetts Cafe.

This restaurant is tiny, and apparently popular because we waited in...";3;2023-08-30 00:16:00;GYv8xJeLdN0aQq8dZqIH4w;We were looking for a breakfast place near our hotel and Yelp led us to Baguett's Cafe. This restaurant is tiny, and apparently popular, because we waited in.
70xArgLO0k56YAytyBIHyg;2IDbuT_dlaZJd2-mBsSAXg;If you're finding a place to eat and you happen to be on Yelp doing it, some of the stars are a bit misleading due to sympathetic ratings. Like this one....;4;2023-06-28 04:25:50;YqZniLami3yOXF3CSVxaFQ;If you're finding a place to eat and you happen to be on Yelp doing it, some of the stars are a bit misleading due to sympathetic ratings. Like this one.
PXYLVsHC33f_dQVVCH-PMw;ol0Xxl0Ctsr-kvSz0jS4LA;Delicious food, escargot out of this world and a simple yet flavorful herb infused steak and fries, just an awesome experience no one should miss when in Paris;5;2023-12-10 11:47:33;B-YOvdHAIMxd3C3IAsbodw;Delicious food, a escargot out of this world and a simple yet flavorful herb infused steak and fries, just an awesome experience no one should miss when in Paris.
PXYLVsHC33f_dQVVCH-PMw;kIQHpXgJArAKZKC_hie6Vg;Found this place while walking to a nearby restaurant to get lunch. It was raining lightly but people were waiting in line. Thought to myself that it must...;5;2024-01-02 20:47:39;hIyimguYzPZ5r2rK2AHXEA;I found this place while walking to a nearby restaurant to get lunch. It was raining lightly, but people were waiting in line.
PXYLVsHC33f_dQVVCH-PMw;A6kxJtNENR7imA3OuOS_eQ;After a long day of work, my colleagues and I were looking for a french restaurant to indulge in some good eats so I followed my stomach to Victoires after...;5;2023-12-02 14:13:05;bAmK1OzZpDkKeN_az63sMw;After a long day of work, my colleagues and I were looking for a French restaurant to indulge in some good eats, so I followed my stomach to Victoires after.
15tUXLav_KIRjszu8IJJ3w;TusuMqVe9yBEWSODC_P4bA;Amazing service, delicious food and wine, and Parisian air while you eat who could ask for more. This was a favorite stop when my wife and I stayed in...;5;2023-10-16 14:33:36;euGWNOWykR9fLSdsnX_jtQ;Amazing service, delicious food and wine, and Parisian air while you eat, who could ask for more?  This was a favorite stop when my wife and I were in Paris.
15tUXLav_KIRjszu8IJJ3w;9FqWI8Q_uBbKu69hGtAm5g;This review is long overdue, having visited Le Bistrot des Vosges in the Spring of 2018. However, you will not forget the experience. My friends in Dijon...;4;2024-01-16 15:42:17;SBL1yLcXBvXAxGV7r0jYdw;This review is long overdue, and having visited Le Bistrot des Vosges in the spring of 2018. However, you will not forget the experience.
15tUXLav_KIRjszu8IJJ3w;qajCO2q1mtrJCngMNcBKXQ;Le Bistrot des Vosges was our first big dinner on our trip to Paris, and we were so excited about it We made a reservation and were able to get a beautiful...;3;2023-11-09 08:34:57;DoDEt5dnWnFEHUAnt_HdQQ;Le Bistrot des Vosges was our first big dinner on our trip to Paris, and we were so excited about it. We made a reservation and were able to get a beautiful dinner.
