business_id;review_id;text;rating
zvPt4xASp-MoyePmZQH_dg;uZaJIuAIi_1ZCIvkqbsbJA;We stayed at the Nell Hotel and were not too eager to again go too far for dinner - after all, we had already walked about 17 miles over the entire day!...;5
zvPt4xASp-MoyePmZQH_dg;xqpqokU67Y9-XX6ghJNaBw;Tremendous meal. Escargot and beef tataki to start, with fresh French bread. A bottle of a good red blend. Truffle and cheese raviolis shared by two...;5
zvPt4xASp-MoyePmZQH_dg;lnV0zkTnFbPkXyRE0sXRHw;Went here on a whim but it turned out to be a very good experience - the waitstaff was nice and explained the menu in English for us, the entrees and main...;5
u0PQ2A4w14iMWrrk5pWGUA;dPvuKr_Qm12X3cIblSVL_w;I was in search of a good Beef Bourguignon and snails. I pretty much nailed it. The food was delicious, and the service was friendly and on-point. I sat...;5
u0PQ2A4w14iMWrrk5pWGUA;j7UIOeMdrlJ76jjlwpxa5g;"RACIST and unrespectful.

I ordered a 3 course diner + wine + coffee that costed 65 euro. Note this is not a cheap expense.

While I have a show to watch...";1
u0PQ2A4w14iMWrrk5pWGUA;rb9gDyC4uCT_GPmCN6Hxqg;My friend and I stopped by for lunch on Friday afternoon at 1 pm and the restaurant was about half full. I had a reservation, but don't think I needed...;4
-umFmobUgpW_05m_ud1vHw;m9cPwOefSp0zkgxLQ2Xy5A;What a hidden gem. I loved how cozy and welcoming this restaurant was, especially due to the charming server and chef! We got sat right in front of the...;5
-umFmobUgpW_05m_ud1vHw;-NbHIBBIQk0gV0YuNXokcw;12/10 service - both the waiter and cook are so friendly and nice, taking care to explain the menu, recommend wine, make jokes, everything and more that you...;5
-umFmobUgpW_05m_ud1vHw;TbOscQAicniBA1zwveDJQQ;"First thanks for reading my paris adventure and vote for my review if you find this helpful. 
.
I love my airbnb so much because the area I was in had all...";4
XR5IlJLXRWGBnuuDa1v__g;ETayRwxKByggOYm4Tiag2g;Very swanky jazz bar that I had the pleasure of spending an evening at with my fiancée. We split a bottle of champagne and enjoyed live piano and singing...;5
XR5IlJLXRWGBnuuDa1v__g;WZaYeaZFTx1oPCkM3ZQR8A;I've been to Café Laurent the last 3 times in Paris and looking forward to my next time this summer. There are several reasons that I love this place. A...;5
XR5IlJLXRWGBnuuDa1v__g;lvIcQXA6xCs-jWhM1Dyupw;Recommended by the concierge at our hotel. Classy ambiance, soothing live jazz, and bartenders who take their craft seriously. Our bartender (we forgot to...;5
36bmPjOYLp6-Ql_IEiSQUw;6Nk3qaKHIPLfl3rd3ap5yw;Recommended by Vangie, a co-worker of Aimee's.  We came here after a snack earlier of chees, bread and wine so we only had appetizers, but what can I say?...;5
36bmPjOYLp6-Ql_IEiSQUw;KU7OER9pN4njvOSyz8Mkuw;"Popped in for French ""tapas"" - we just wanted to get some light bites with some wine after a lot of sightseeing. Grabbed the truffle fries, deviled eggs,...";5
36bmPjOYLp6-Ql_IEiSQUw;NRsEtnheSO_56ALcexyvSg;Amazing amazing dinner! We decided to get off at the Chatalet stop to check out the restaurants for dinner. We didn't have a set place in mind--just...;5
zilE2uoIZQ6fpdWGv4mJXw;UwPya4WFWO9EWrMd1NhblA;"I ""yelped"" this place and got hooked into this review that says this place is a ""hidden gem"" and it turned out it was true! Thank you for this wonderful...";5
zilE2uoIZQ6fpdWGv4mJXw;9SQ1buzos_nJwHPLAduIsQ;Awesome food right by the Parthenon. One of my favorite places on the entire trip and more quiet and calm atmosphere. Great service;5
zilE2uoIZQ6fpdWGv4mJXw;ogsWqNmVsp7KKwq3yPAXMg;While visiting Paris, I really wanted to make a point to visit the cozy Parisian bistros I've only heard about.  What a super cute place this was and it...;5
mcE6ghhQ9KCv_iZO6VF1bA;_XWwzYXDmquS_UvKoKlrjQ;"Our first meal in Paris was off to a great start!

The house cider was so refreshing - if we had more time, I would've liked to explore other varieties....";4
mcE6ghhQ9KCv_iZO6VF1bA;mE68QjRSJhH8fy2Hq7AbPQ;"Yup, it lives up to it's name.

We were actually walking and my wife found the place, we sat down and ordered, no one told us they were famous, nobody was...";5
mcE6ghhQ9KCv_iZO6VF1bA;598b-SBhpFj014HVbtldVA;Delicious meal on our last day in Paris! We had a reservation but still had a short wait which was fine - it was worth the wait especially when the server...;5
ce3vXRUtUKZjbGf2fv8VzQ;gFLJJV6b3EJ4NGEhYhlf_w;Pizza and crust were perfect, starters and pastas were very good as well. My daughter now likes truffle pasta.  Good atmosphere and overall fun place to eat.;5
ce3vXRUtUKZjbGf2fv8VzQ;p1eZcRbClrCQVe9AfurDzQ;Boyfriend and I had date night here and loved it. Had a reservation and was seated right away. Beautiful interior and tableware. Definitely a good photo...;4
ce3vXRUtUKZjbGf2fv8VzQ;tOuasMvYVPzr6P2ai14oYA;I came to this location because we weren't able to get reservations for Pink Mamma. This was a decent place. The interior is small but cute and packed on a...;3
5H-68D5LFLvoOSUJ1zsuPQ;JSRK4Cq-6I7qfYRH8KQrdA;We walked in just prior to them opening. Service was great, food was delicious, and very fresh! Highly recommend;5
5H-68D5LFLvoOSUJ1zsuPQ;iCRPCBWj2LM8WOUI0LseqQ;Came highly recommended. You will need to show your QR code or proof of vaccination. The menu is in French. Nice atmosphere and cozy.;5
5H-68D5LFLvoOSUJ1zsuPQ;wB2-WC761CkErvmcOC1I0g;This was our favorite brasserie near La Bastille.  Located across from the canal and a beautiful park, the service, drinks, and food were excellent.  Very...;5
-y7jgZ3cSCorkeXYGqyweA;fTA89QvJMjdDNTN6obhdXQ;this was the best asian we had in this city.   we needed a break from french food and this place did not disappoint.   it's small but everything was...;5
-y7jgZ3cSCorkeXYGqyweA;4X5FlCjvdHl5pB8o4Z6gyg;Freshly made noodles transformed into amazing delicious soups and dishes. Portions are generous. Nice service. You can't go wrong here.;5
-y7jgZ3cSCorkeXYGqyweA;oCvhRaOCgAYapMaZSKF7ew;"Great place for some authentic, reasonably-priced Chinese food in Paris, with quick service to boot!

We were jetlagged and hungry after a long...";4
Hxqo84j1PWvo0-HizpHsuA;Df8XXrlpPJN-gkxlS0_D8A;Fantastic dinner tonight. Got there when it opened and were seated right away. Quickly filled up. Every dish we had was great. Oyster sampler appetizer, sea...;5
Hxqo84j1PWvo0-HizpHsuA;9apf8XOTN7eyMEAbOAsXMg;We were craving seafood after many brasserie (meat forward) suppers this week. We made a reservation on the fly at L'îlot and were rewarded handsomely. We...;4
Hxqo84j1PWvo0-HizpHsuA;NXNS7FNcBq2xskKqv7WuEg;This is a small hole in a wall place that seems to be known by mostly locals. Ordered their delicious seafood platter for two. The crab by itself is fully...;5
1Klp5abILcizWWVuAUW21w;Ka-buD_TNR0jvTLWd5v0YA;Great place to eat in the 1st. The owner is hospitable, funny and a wonderful host. Been here 4 times on 2 different visits and have never been...;4
1Klp5abILcizWWVuAUW21w;jWpBz0wHoGXpREE0q94-5Q;Wonderful little café! C'est magnifique. The food, service and ambience were perfect for a lunchtimek café in Paris. I had the lunch special with Salade...;5
1Klp5abILcizWWVuAUW21w;MRbg0Lr8zH6ucHP28ZqowA;Great place to have a drink or a home-made meal. The owner is very hospitable and enthusiastic, often cracking jokes with you. I live in the area and this...;5
qWY5_v3XjhSfaw3KrS9eOg;h7x-Az1Gj2xW51yOP3bo9g;5+ stars!! Best seafood restaurant in Paris, the seafoods were so fresh, delicious. Service was great! Madam Natalie (the owner) was super friendly and...;5
qWY5_v3XjhSfaw3KrS9eOg;l2TJxaEl7mKXWO6sO_DtRg;Very friendly staff makes you feel right at home. Great conversation with staff and  located in a quiet neighborhood.;5
qWY5_v3XjhSfaw3KrS9eOg;dvgD2VhLwHrB10s_53TBmQ;Prosciutto, hard boiled eggs, anchovies, and bread are served as appetizers for free. Services are super nice and friendly.;4
WsJWlkZLvJvDZ0JFHMK6xQ;-ER9Zh6ZQ6L_PQhkVgKCcw;We loved this place! It was very close to our Airbnb for Rolland Garros. The staff was super friendly even though we didn't speak French. The beer was good....;5
WsJWlkZLvJvDZ0JFHMK6xQ;37z-7ngYABdjnqxoTs6EsA;"My friend used to work in the area and raved about their cheese fries smothered with real white cheddar and bacon bits.

They're so good, we ordered two....";5
ePu3Me3SA4lVM-wGzKk0xA;EwzDddKrLLuoKVdytjZrwA;"We've left the restaurant a couple of minutes ago.
Very good food at reasonable prices and a wonderful caring service. 
Next time we go back we'll...";5
ePu3Me3SA4lVM-wGzKk0xA;9_UsUIzjTSj2iPA2DJtq2w;A first visit to Paris and a first visit to Le Bistro Lyonnais. At 9:00 pm we were greeted by a friendly proprietor who spoke broken English (which we...;4
ePu3Me3SA4lVM-wGzKk0xA;wejeLM6zS_qWL6U4rU0okg;Service was super nice and friendly. We are here for dinner one night and really wanted to like the place but Food was not good. Prices were high for what...;1
nD9pJJC4_RZdmXDP6awU-Q;ZZsjrBN4zg63-TuTyKhUkg;What a great way to end our trip to Paris!  This was such an amazing find.  It is a small little place with great customer service and amazing food.  We...;5
nD9pJJC4_RZdmXDP6awU-Q;668QunhNS1jM1x9OZOr1ug;"An intimate Parisian bistro with delicious food, excellent service and convenient location near the end of Rue Cler.
They have three outdoor tables and ten...";5
nD9pJJC4_RZdmXDP6awU-Q;KkI3x5O6qBiV3s7kC_n_Gw;Our first night in Paris was made even more special with a dinner at Le Florimond. Upon entering the restaurant, Laurent and Hugo made us feel welcome and...;5
3Mg4L7o7Og9aajb7tee2sQ;ZetxlZ4OYcsjpu0ujGd4ig;Not sure that the famous gastronomic chroniclers of the chic Saint-Germain-des-Près district ventured much into this cutthroat-like cave, whose facade, and...;5
3Mg4L7o7Og9aajb7tee2sQ;QaTrojHevyzcmzn6r2VyqQ;"This is from our visit in March 2018.

We didn't have reservations so we got in line early for a dinner table. We were the first two in line so when the...";5
3Mg4L7o7Og9aajb7tee2sQ;quCPBJfpGc3r327OZdgN1Q;The Black Dog may be just down the block from Paris' legendary jazz clubs, but make no mistake about it: this is a true heavy metal bar. (I think? They...;4
JlPLkE5YaR4LzZIB-7J7ZA;UWSU2DxHmtvkvBv3-35Vhw;Simply everything you could from a Parisian bistro. The food and ambiance are sublime. The service is professional but slightly guff, but that is also part...;5
JlPLkE5YaR4LzZIB-7J7ZA;xbMyYYnGFrWZwXoI_0befQ;We came here for our last dinner in Paris - though we were a bit full (and the server seemed disappointed we ordered so little), we enjoyed the dishes we...;3
JlPLkE5YaR4LzZIB-7J7ZA;ZHAsdW1UzLVnefAxt0tsTg;"Parisian Eats 

Finding a quality French bistro proved to be a harder proposition than expected as Paris seems filled with crowded, mediocre tourist...";5
J9io5S_QyL-sjP7uu6y6oQ;d9fmwo0UiaqauhQj4ydsEA;Classic Paris. Check out the portrait of one of the waitresses upstairs. It's a bit of a struggle to get an order in ...but it's worth the fight for this...;5
npoBS0NsSvopMReMNUAszw;aKUpByIKReJ4XDC7qVBZzg;I really wanted to like this place.  However, the meal really fell short of expectations.  The first course - snails, was a miss.  Basically a few snails on...;3
npoBS0NsSvopMReMNUAszw;L4lzm2rr7pE5x228DBt6Lw;Exceptional in every way. Lan & Chef Denis continue to amaze us. The key to this restaurant is the simplicity of the preparation and the source of the...;5
npoBS0NsSvopMReMNUAszw;x8m6s0EaB9OOYFKuRzykIg;Fabulous! You can always rely on this kind of chef. He never turned me down. I followed this chef Denis for many years and always enjoyed his simple style...;5
XSxrGIbgixA15t-3sRvtMQ;BCDvBdQzGRE1VPq4vR2J8Q;"Michelin Quality at Bistro Prices!

How this place does not have a Michelin star is beyond me. Five course fixed tasting menu plus an amouse bouche for 65...";5
XSxrGIbgixA15t-3sRvtMQ;vzdpmlLvoXdr8AcxPrIvAA;My daughter and I went here last evening and had the most amazing experience! The food was absolute perfection with every detail being thought out with such...;5
XSxrGIbgixA15t-3sRvtMQ;4GPeikuP8930nrXFpHCFEQ;Our best meal in Paris in terms of value and taste.  Yes, L'epicure was better, but it wasn't 4 times better than Cezembre.  Cezembre was very small and...;5
XqOlA1nGHcwiMmU2QDtdBQ;HkNydFin5v51ZKzxFVvPzw;"An absolute treat!

From the service to the food quality and selection...and yes location. Its a perfect place to eat after taking in the sights of Paris!...";5
XqOlA1nGHcwiMmU2QDtdBQ;bCx8JkNaYRXoOBnIH4ZYXg;This was such a great dining experience in Paris. Definitely one of our favorite meals. We shared a 50 cl chardonnay for $14 (great value). My friend had...;4
XqOlA1nGHcwiMmU2QDtdBQ;f_fqERRrNjoN03a3VdqU3A;We came here for our last meal in Paris before going to the airport, and our whole experience was fantastic! The delicious French food and the great service...;5
RKYFfHePVd942-LKVXlzbQ;rMrlBnjqHB9n0MYpH8IgJA;Was excited to try this place as we walked past it a couple times earlier in the week and checked out the menu.  There were a couple dishes we were...;2
RKYFfHePVd942-LKVXlzbQ;KpMK-19R4n3HH9NBqgEY4w;Service slow and not friendly or attentive.  Food not good, steak was very tough could not eat.  Told server when he eventually came back but not until end...;2
RKYFfHePVd942-LKVXlzbQ;8AAO0ZY9A-dB6mle_08fnA;"Don't go

Place is "" nice""  but service is non existent

Food is very average and cold

Waiters are really bit trained for the experience

Maybe try in one...";1
Df7eNm_K1CwYy4E18vRzFw;U45FbvtMcFC5KM6bPM2Quw;"Menu in the pictures. Advice from one American to anyone visiting Paris, France, this is a jewel you shouldn't overlook. 

It's not far from the Louvre...";5
Df7eNm_K1CwYy4E18vRzFw;tX6lVWkbL_jZ3qQb7nPS9g;The food was absolutely wonderful. My friend and I came from America looking for unique dishes, they were soooo well done and flavorful. Every thing was...;5
Df7eNm_K1CwYy4E18vRzFw;e8feX8iQ5tkwaJYFRhGPBg;My wife and I ate at Zebulon on a trip to Paris.  It wasn't far from our hotel and was on the Michelin Guide website.  Wow did this place taste fantastic!...;4
UOM40oa0nkZjzP5d7pmFzw;yj3NCUygba25fS3NGrgR1A;"Stopped by for an afternoon coffee/tea/dessert. Wonderful spot and very comfortable with plush chairs to relax in. 

Service was not great. Only 1 server...";4
UOM40oa0nkZjzP5d7pmFzw;gaXwNTXrjvxcsI03lVabkQ;"Perfect rainy day pause. English spoken if needed. 
Tea, coffee, ice cream. It's part of this 1830's shopping mall.";4
UOM40oa0nkZjzP5d7pmFzw;12zPwuioeSQuBFEb6ugSAg;Excellent food, good service, very nice location and interior.;4
5R0DMxJc8iRukx4uGI7nQA;QAN6tbhR-5r9-Cwl3Bao0w;My boyfriend found Le Coupe George from a travel YouTube video. We wanted to check out the Christmas market at L'hôtel de Ville, so going to the restaurant...;5
5R0DMxJc8iRukx4uGI7nQA;ZRkSEB55-rz8XMYsQN-UjA;We loved this friendly and cozy restaurant! The food and service were amazing! We would definitely return.;5
5R0DMxJc8iRukx4uGI7nQA;sP2NRHPGezbmf_NIBijTNg;Tiny place with one server and chef but they treat you like you are a guest in their home. Prices are beyond reasonable ($20-$35 for 2-3 courses prix fixe),...;5
prbkmBK8Uv_UMSBklrNpMQ;MTqBEIkzW91_WIXRJcVeOQ;My friend who is a Paris local took me here when I asked for a good traditional French dinner. Although they have a selection of only 6 wines and no...;5
prbkmBK8Uv_UMSBklrNpMQ;nIVeDLdd2UcceWKQfmgarw;Based on the recommendation of a friend who is a native Parisian, my wife and I booked a reservation at Au Vieux Comptoir on a recent visit to Paris.  It is...;4
prbkmBK8Uv_UMSBklrNpMQ;sKpN0HAV4mrSO_nGr4_0_A;Hands down our favorite meal in Paris. The razor clams were superb.  Beef bourguignon was a highlight and very tender and flavorful. Veal was difficult to...;5
kYb2q4Li8Cw2PY_I9lCJOw;Db2CgFarzFbaZBSoImJM0Q;I had spent the morning contemplating modern art. During a two-week stint in Paris, I ended up at the ever fascinating Centre Pompidou, a museum I admire...;5
kYb2q4Li8Cw2PY_I9lCJOw;467EPCpDxyJ71a6pC1jf7Q;We visited Paris and tried many restaurants, but Chez Janou was by FAR our favorite. We are still talking about it constantly and I hope to be able to come...;5
kYb2q4Li8Cw2PY_I9lCJOw;VT0nCA2fS2aoMA58ZjKvFA;Went twice during our Paris leg and although the greetings were sometimes French-snappy, I personally felt like my usual attitude fit right in. Make a rez...;5
w8i6UUhhAsb7whG1zhAqyQ;YNBJnzWkdLzJiTtk1DXo8A;whenever we're in paris, we're always on the hunt for amazing boeuf bourguignon and this place did not disappoint. we made reservations easily online from...;5
w8i6UUhhAsb7whG1zhAqyQ;A2CtRP-a1k1DcdetYLDvmQ;It was really cold, and my friend and I were looking for a place to have onion soup. It was really good here! They're very busy, so mere a reservation. They...;4
w8i6UUhhAsb7whG1zhAqyQ;CFg4v68Yk9VyBgAJ-0JehA;"Wow...

And admittedly I'm a tourist, I'm in France, of course if I like a French staple I'm gonna hunt it down.

And it didn't disappoint. Huge chunks of...";5
RY3_k4QoLUOasgJApmqqsg;mU23zUDUJXh-vBOtQd8Lsw;We went back to this little restaurant on our visit this past spring. Food was still great, restaurant still clean and cool looking, staff still friendly...;5
RY3_k4QoLUOasgJApmqqsg;xFDdxuCSMKZVnWhSbcL_uw;Excellent meal at this friendly bistro at the quiet end of rue Gay Lussac. The owner (?) didn't speak much English but his son (?) soon appeared and helped...;4
RY3_k4QoLUOasgJApmqqsg;4ez20oKCRdcwErvGox1ldg;This was the local flavor that we had been looking for! Great, affordable meals, great drinks, and a real atmosphere. Max and Philipe were our regular hosts...;5
zhHxYO0gH9Gh53D_J8XeOQ;jwJKtF7egp-Uyc53hyck3w;Que des bonnes choses ici, les breuvages, la cuisine, et la conversation. C'est un établissement genial dans lequel on peut se faire chez-eux. Ma table me...;5
zhHxYO0gH9Gh53D_J8XeOQ;x6Hg0IHhLsnaqR1Ct807yQ;Very delicious food and cozy ambiance. It was our first experience eating here in Paris and loved how genuine it felt. Prices were reasonable and portions...;5
zhHxYO0gH9Gh53D_J8XeOQ;iSISG2y8Su73CK5zHh5NPA;"WOW..!!! BEST MEAL MY WIFE HAD IN PARIS (for me definitely in my top three but it's tough to pick one).

The host/slash server who didn't smile at all (but...";5
